class_labels,query
"['top clothes (coat, jacket, shirt, etc.)', 'others']",soft shell thick sportswear
"['others', 'others', 'others']",beauty salon non-woven cotton
"['bottom clothes (trousers, pants, etc.)', 'accessories (jewelry, clothing accessories, belts, hats, scarves, etc.)', 'shoes', 'shoes']",slim autumn casual pants
"['others', 'others', 'others']",genuine books
"['others', 'others']",chinese medicine books
['others'],stock market books
"['shoes', 'shoes', 'shoes', 'others', 'shoes', 'shoes', 'shoes', 'shoes', 'others']",printing slippers
"['shoes', 'shoes']",increased within the ethnic style canvas shoes
['others'],internet books
"['others', 'others', 'makeup, perfume, beauty tools and essential oils']",live facial cream
"['others', 'others', 'others']",modern books
"['top clothes (coat, jacket, shirt, etc.)', 'accessories (jewelry, clothing accessories, belts, hats, scarves, etc.)']",counter genuine autumn paragraph jacket
"['top clothes (coat, jacket, shirt, etc.)']",plastic seamless hanger
"['skirt & dress', 'shoes']",hong kong flavor autumn and winter casual pants
['others'],cheng jing books
['others'],special sunscreen mat
"['others', 'others']",museum books
"['human face', 'others', 'accessories (jewelry, clothing accessories, belts, hats, scarves, etc.)', 'skirt & dress']",sleeveless v-neck dress
"['top clothes (coat, jacket, shirt, etc.)']",styled waist vest
"['others', 'others', 'accessories (jewelry, clothing accessories, belts, hats, scarves, etc.)']",plush rice back bag
"['others', 'others']",park jewelry box
['others'],innovative behind the books
"['human face', 'others', 'others']",so books
"['top clothes (coat, jacket, shirt, etc.)']",tencel straight casual pants
"['luggage, leather goods', 'luggage, leather goods', 'luggage, leather goods', 'luggage, leather goods', 'luggage, leather goods', 'luggage, leather goods', 'luggage, leather goods', 'others']",autumn and winter loose casual pants
"['others', 'others']",metal dragon heart keyboard
['others'],ethnic legend books
"['top clothes (coat, jacket, shirt, etc.)', 'bottom clothes (trousers, pants, etc.)', 'human face', 'shoes', 'shoes']",i love shirt
"['luggage, leather goods', 'top clothes (coat, jacket, shirt, etc.)', 'bottom clothes (trousers, pants, etc.)', 'shoes', 'shoes']",thin korean version of pants
"['makeup, perfume, beauty tools and essential oils', 'makeup, perfume, beauty tools and essential oils']",expired nourish facial cream
"['accessories (jewelry, clothing accessories, belts, hats, scarves, etc.)']",beaded and nephrite accessories
"['others', 'others', 'others', 'others']",teaching children's whiteboard pen
"['accessories (jewelry, clothing accessories, belts, hats, scarves, etc.)', 'luggage, leather goods', 'shoes', 'shoes']",female with fashion low-top shoes
['others'],how to books
"['accessories (jewelry, clothing accessories, belts, hats, scarves, etc.)', 'top clothes (coat, jacket, shirt, etc.)', 'human face']",slim down women's
"['others', 'others', 'others', 'others']",pregnant women cinema care suit
['others'],handmade lace hair accessories
"['top clothes (coat, jacket, shirt, etc.)']",thin autumn and winter sweater
['others'],tips books
"['accessories (jewelry, clothing accessories, belts, hats, scarves, etc.)', 'others', 'others', 'accessories (jewelry, clothing accessories, belts, hats, scarves, etc.)', 'human face', 'skirt & dress', 'accessories (jewelry, clothing accessories, belts, hats, scarves, etc.)', 'luggage, leather goods']",during pregnancy fashion dress
"['makeup, perfume, beauty tools and essential oils', 'others', 'makeup, perfume, beauty tools and essential oils']",at night liya posture facial cream
"['skirt & dress', 'accessories (jewelry, clothing accessories, belts, hats, scarves, etc.)', 'human face', 'shoes', 'shoes']",noble trailing children's dress
"['others', 'makeup, perfume, beauty tools and essential oils']",cream
"['bottom clothes (trousers, pants, etc.)', 'top clothes (coat, jacket, shirt, etc.)', 'human face']",sunscreen thin shirt
"['others', 'others', 'snacks, nuts, liquor and tea', 'others']",imported agate wire
['shoes'],spring mesh running shoes
"['others', 'others', 'others']",students genuine books
"['others', 'human face', 'human face', 'human face', 'top clothes (coat, jacket, shirt, etc.)']",portable jimmy back bag
"['digital supplies', 'digital supplies', 'digital supplies']",2019 work books
"['human face', 'human face', 'top clothes (coat, jacket, shirt, etc.)', 'top clothes (coat, jacket, shirt, etc.)']",cotton couple pajamas suit
"['others', 'others', 'others', 'furniture', 'others', 'others', 'others']",hanging living room partition curtain
"['others', 'others', 'makeup, perfume, beauty tools and essential oils']",illustrations storage tape
"['top clothes (coat, jacket, shirt, etc.)', 'others', 'accessories (jewelry, clothing accessories, belts, hats, scarves, etc.)', 'luggage, leather goods']",autumn and winter plus velvet t-shirt
"['accessories (jewelry, clothing accessories, belts, hats, scarves, etc.)', 'shoes', 'shoes']",personalized fashion casual low-top shoes
"['shoes', 'shoes']",men's business low-top shoes
"['others', 'others', 'others', 'furniture', 'others']",thick nordic shower curtain
"['human face', 'bottom clothes (trousers, pants, etc.)', 'human face', 'top clothes (coat, jacket, shirt, etc.)', 'bottom clothes (trousers, pants, etc.)', 'human face', 'top clothes (coat, jacket, shirt, etc.)', 'human face', 'bottom clothes (trousers, pants, etc.)', 'accessories (jewelry, clothing accessories, belts, hats, scarves, etc.)', 'top clothes (coat, jacket, shirt, etc.)']",love short-sleeve t-shirt
"['shoes', 'shoes']",dog golden retriever animal muzzle
"['makeup, perfume, beauty tools and essential oils', 'makeup, perfume, beauty tools and essential oils', 'makeup, perfume, beauty tools and essential oils']",hook glass glue
"['others', 'others']",genuine new rural books
"['others', 'others', 'bottom clothes (trousers, pants, etc.)', 'shoes']",baby thick warm pants
"['others', 'others']",leaf spot spot pharmacy
"['accessories (jewelry, clothing accessories, belts, hats, scarves, etc.)', 'top clothes (coat, jacket, shirt, etc.)']",chiffon long section of shirt
"['toys', 'others', 'others']",baby native children's toothbrush
"['others', 'others', 'others', 'others', 'others', 'others']",seamless small fresh decorative wall
['shoes'],no rims strength sportswear
"['accessories (jewelry, clothing accessories, belts, hats, scarves, etc.)', 'shoes', 'shoes', 'luggage, leather goods', 'others']",british men's low-top shoes
"['bottom clothes (trousers, pants, etc.)', 'others', 'others', 'others']",loose elastic waist casual pants
"['makeup, perfume, beauty tools and essential oils', 'others', 'makeup, perfume, beauty tools and essential oils']",to improve facial cream
"['accessories (jewelry, clothing accessories, belts, hats, scarves, etc.)', 'bottom clothes (trousers, pants, etc.)', 'accessories (jewelry, clothing accessories, belts, hats, scarves, etc.)', 'accessories (jewelry, clothing accessories, belts, hats, scarves, etc.)', 'accessories (jewelry, clothing accessories, belts, hats, scarves, etc.)']",stretch autumn pants
['others'],circuit mechanical books
['shoes'],four seasons korean version of low-top shoes
"['others', 'others', 'others', 'others', 'snacks, nuts, liquor and tea', 'others']",teacher books
['others'],leather first layer of leather belt
['shoes'],men's young low-top shoes
"['accessories (jewelry, clothing accessories, belts, hats, scarves, etc.)', 'human face', 'top clothes (coat, jacket, shirt, etc.)']",harajuku korean version of hat
"['top clothes (coat, jacket, shirt, etc.)', 'human face', 'top clothes (coat, jacket, shirt, etc.)', 'accessories (jewelry, clothing accessories, belts, hats, scarves, etc.)', 'bottom clothes (trousers, pants, etc.)', 'shoes']",children korean version of jacket
"['top clothes (coat, jacket, shirt, etc.)', 'human face']",hooded and comfortable sweater
"['top clothes (coat, jacket, shirt, etc.)', 'shoes', 'human face']",personally collection
"['toys', 'toys', 'toys', 'toys', 'toys', 'toys', 'toys', 'toys', 'toys']",depot large particles educational toys
"['accessories (jewelry, clothing accessories, belts, hats, scarves, etc.)', 'human face', 'human face', 'human face', 'accessories (jewelry, clothing accessories, belts, hats, scarves, etc.)', 'others', 'others', 'others', 'top clothes (coat, jacket, shirt, etc.)', 'others']",pressed bullet gel pen
"['toys', 'others']",electronic primary school books
"['others', 'others', 'others', 'furniture']",new chinese modern bed
"['skirt & dress', 'skirt & dress', 'human face', 'human face']",slim autumn dress
['others'],genuine books
"['others', 'others', 'accessories (jewelry, clothing accessories, belts, hats, scarves, etc.)', 'others', 'others', 'others', 'others', 'others']",genuine books
"['others', 'others', 'others', 'others', 'others']",children's black hair accessories
"['shoes', 'shoes']",young autumn low-top shoes
['others'],fashion genuine books
"['luggage, leather goods']",korean version of wild back bag
['others'],genuine books
"['shoes', 'shoes']",a pedal casual low-top shoes
"['others', 'toys', 'others', 'toys', 'shoes', 'toys']",throwing cartoon sports toys
"['accessories (jewelry, clothing accessories, belts, hats, scarves, etc.)', 'human face', 'top clothes (coat, jacket, shirt, etc.)', 'accessories (jewelry, clothing accessories, belts, hats, scarves, etc.)']",spring beach hat
"['top clothes (coat, jacket, shirt, etc.)']",young spring jacket
"['shoes', 'others', 'others']",pointed fashion low-top shoes
"['others', 'others', 'toys', 'others', 'toys', 'others', 'others', 'others']",accessories automatic pump
"['human face', 'top clothes (coat, jacket, shirt, etc.)']",autumn and winter loose shirt
"['human face', 'top clothes (coat, jacket, shirt, etc.)', 'accessories (jewelry, clothing accessories, belts, hats, scarves, etc.)', 'accessories (jewelry, clothing accessories, belts, hats, scarves, etc.)', 'luggage, leather goods']",korean version of new year sweater
"['others', 'snacks, nuts, liquor and tea', 'snacks, nuts, liquor and tea']",pregnant women sun kiwi
"['others', 'others']",name gentry first layer of belt
"['others', 'shoes', 'shoes']",side empty pointed low-top shoes
"['top clothes (coat, jacket, shirt, etc.)', 'top clothes (coat, jacket, shirt, etc.)']",korean version of long-sleeved sweater
"['skirt & dress', 'others', 'others', 'others', 'others']",counter genuine sweater
"['others', 'others', 'snacks, nuts, liquor and tea', 'snacks, nuts, liquor and tea']",children's waterproof moisture pad
"['others', 'toys', 'others', 'human face']",genuine books
"['bottle drink', 'others', 'others', 'snacks, nuts, liquor and tea']",commercial plastic cruet
['furniture'],stainless steel kitchen shelf
"['luggage, leather goods', 'human face', 'top clothes (coat, jacket, shirt, etc.)']",round neck youth sweater
"['digital supplies', 'others', 'others']",enhanced version applicable remote control
['others'],round products packaging supplies
['others'],independent disposable straw
['others'],embroidery fantasy pillow
"['others', 'luggage, leather goods', 'others', 'others', 'furniture', 'others', 'furniture', 'furniture']",minimalist designer lamps
"['bottom clothes (trousers, pants, etc.)']",ms. slim women's
"['accessories (jewelry, clothing accessories, belts, hats, scarves, etc.)']",net red ultra-light anti-blue mirror
"['top clothes (coat, jacket, shirt, etc.)', 'human face', 'bottom clothes (trousers, pants, etc.)']",fresh hollow t-shirt
"['shoes', 'human face']",mesh sports yoga clothes
['others'],professional office books
"['others', 'snacks, nuts, liquor and tea']",applicable earmuffs
['others'],zero basic crash books
"['top clothes (coat, jacket, shirt, etc.)', 'human face', 'accessories (jewelry, clothing accessories, belts, hats, scarves, etc.)']",embroidery casual wild hat
"['luggage, leather goods', 'top clothes (coat, jacket, shirt, etc.)', 'bottom clothes (trousers, pants, etc.)']",large capacity minimalist back bag
"['shoes', 'shoes']",wild mengxue low-top shoes
"['others', 'others', 'others']",sale original books
['others'],children's are energy books
"['others', 'furniture', 'others', 'furniture', 'accessories (jewelry, clothing accessories, belts, hats, scarves, etc.)', 'human face', 'top clothes (coat, jacket, shirt, etc.)', 'furniture']",wood new chinese desk
"['others', 'others', 'others', 'others', 'others']",wine home sealed cans
"['accessories (jewelry, clothing accessories, belts, hats, scarves, etc.)', 'others', 'accessories (jewelry, clothing accessories, belts, hats, scarves, etc.)', 'top clothes (coat, jacket, shirt, etc.)']",thin section white body t-shirt
['toys'],jacket suit
"['others', 'others', 'others', 'others', 'others', 'others']",disposable dining gloves
"['accessories (jewelry, clothing accessories, belts, hats, scarves, etc.)', 'shoes', 'shoes', 'top clothes (coat, jacket, shirt, etc.)', 'shoes', 'shoes', 'shoes', 'bottom clothes (trousers, pants, etc.)']",professional thick with low-top shoes
